region	plot	year	season	Llem	Moec	Mruf	Mrut	rodsp
stjernevann	stl10	2013	fall	0	0	2	0	0
stjernevann	stl11	2013	fall	0	0	0	0	0
stjernevann	stl12	2013	fall	0	1	0	0	0
stjernevann	stl13	2013	fall	0	6	0	0	0
stjernevann	stl14	2013	fall	0	3	0	0	0
stjernevann	stl2	2013	fall	0	1	1	0	0
stjernevann	stl3	2013	fall	0	0	0	0	0
stjernevann	stl4	2013	fall	0	0	1	0	0
stjernevann	stl5	2013	fall	0	0	7	0	0
stjernevann	stl6	2013	fall	0	0	1	0	0
stjernevann	stl7	2013	fall	0	0	0	0	0
stjernevann	stl8	2013	fall	0	1	0	0	0
stjernevann	stl9	2013	fall	0	0	4	0	0
vestre_jakobselv	vj1	2013	fall	0	0	0	0	0
vestre_jakobselv	vj10	2013	fall	0	0	0	0	0
vestre_jakobselv	vj11	2013	fall	0	2	0	0	0
vestre_jakobselv	vj2	2013	fall	0	1	1	0	0
vestre_jakobselv	vj3	2013	fall	0	0	1	0	0
vestre_jakobselv	vj4	2013	fall	0	0	0	0	0
vestre_jakobselv	vj5	2013	fall	0	0	0	0	0
vestre_jakobselv	vj6	2013	fall	0	0	2	0	0
vestre_jakobselv	vj7	2013	fall	0	0	0	0	0
vestre_jakobselv	vj8	2013	fall	0	0	0	0	0
vestre_jakobselv	vj9	2013	fall	0	0	1	0	0
bekkarfjord	bfg1	2014	fall	0	0	2	0	0
bekkarfjord	bfg2	2014	fall	0	0	5	0	0
bekkarfjord	bfg3	2014	fall	0	0	9	0	0
bekkarfjord	bfg4	2014	fall	0	0	0	0	0
bekkarfjord	bfg5	2014	fall	0	2	1	0	0
bekkarfjord	bfg6	2014	fall	0	0	16	0	0
bekkarfjord	bfg7	2014	fall	0	0	4	0	0
bekkarfjord	bfg8	2014	fall	0	0	11	0	0
bekkarfjord	bfl10	2014	fall	0	0	9	0	0
bekkarfjord	bfl3	2014	fall	0	0	3	0	0
bekkarfjord	bfl4	2014	fall	0	0	1	0	0
bekkarfjord	bfl5	2014	fall	0	0	8	0	0
bekkarfjord	bfl6	2014	fall	0	0	5	0	0
bekkarfjord	bfl7	2014	fall	0	0	8	0	0
bekkarfjord	bfl8	2014	fall	0	0	3	0	0
bekkarfjord	bfl9	2014	fall	0	0	12	0	0
nordkynn	hog1	2014	fall	0	0	3	0	0
nordkynn	hog10	2014	fall	0	0	9	0	0
nordkynn	hog2	2014	fall	0	0	5	0	0
nordkynn	hog3	2014	fall	0	0	16	0	0
nordkynn	hog4	2014	fall	0	1	9	0	0
nordkynn	hog5	2014	fall	0	0	10	0	0
nordkynn	hog6	2014	fall	0	0	6	0	0
nordkynn	hog7	2014	fall	0	0	4	0	0
nordkynn	hog8	2014	fall	0	0	9	0	0
nordkynn	hog9	2014	fall	0	0	10	0	0
nordkynn	hol1	2014	fall	0	1	9	0	0
nordkynn	hol10	2014	fall	0	0	5	0	0
nordkynn	hol13	2014	fall	0	1	10	0	0
nordkynn	hol14	2014	fall	0	0	3	0	0
nordkynn	hol2	2014	fall	0	1	9	0	0
nordkynn	hol3	2014	fall	0	2	8	0	0
nordkynn	hol4	2014	fall	0	0	6	0	0
nordkynn	hol5	2014	fall	2	1	0	0	0
nordkynn	hol6	2014	fall	0	1	6	0	0
nordkynn	hol7	2014	fall	0	0	3	0	0
nordkynn	hol8	2014	fall	1	0	6	0	0
nordkynn	hol9	2014	fall	0	1	4	0	0
ifjordfjellet	ifg1	2014	fall	0	1	9	0	0
ifjordfjellet	ifg10	2014	fall	0	0	3	1	0
ifjordfjellet	ifg2	2014	fall	0	5	4	0	0
ifjordfjellet	ifg3	2014	fall	0	1	7	0	0
ifjordfjellet	ifg6b	2014	fall	0	2	3	1	0
ifjordfjellet	ifg8	2014	fall	0	7	3	0	0
ifjordfjellet	ifl1	2014	fall	0	10	0	0	0
ifjordfjellet	ifl2b	2014	fall	0	16	0	0	0
ifjordfjellet	ifl7	2014	fall	0	8	0	0	0
ifjordfjellet	ifl8	2014	fall	0	3	2	0	0
komagdalen	k1	2014	fall	0	1	0	0	0
komagdalen	k10	2014	fall	0	0	10	0	0
komagdalen	k11	2014	fall	0	1	5	0	0
komagdalen	k12	2014	fall	0	0	9	0	0
komagdalen	k13	2014	fall	0	0	5	0	0
komagdalen	k14	2014	fall	0	3	3	0	0
komagdalen	k2	2014	fall	0	0	2	0	0
komagdalen	k3	2014	fall	0	2	3	0	0
komagdalen	k4	2014	fall	0	1	2	0	0
komagdalen	k5	2014	fall	0	0	8	0	0
komagdalen	k6	2014	fall	0	2	0	0	0
komagdalen	k7	2014	fall	0	1	0	0	0
komagdalen	k8	2014	fall	0	3	4	0	0
komagdalen	k9	2014	fall	0	1	11	0	0
stjernevann	stg1	2014	fall	0	1	8	0	0
stjernevann	stg10	2014	fall	0	0	10	0	0
stjernevann	stg2	2014	fall	0	2	12	0	0
stjernevann	stg3	2014	fall	0	2	5	0	0
stjernevann	stg4	2014	fall	0	0	12	0	0
stjernevann	stg5	2014	fall	0	2	6	0	0
stjernevann	stg6	2014	fall	0	0	10	0	0
stjernevann	stg7	2014	fall	0	0	12	0	0
stjernevann	stg8	2014	fall	0	6	6	0	0
stjernevann	stg9	2014	fall	0	4	8	0	0
stjernevann	stl1	2014	fall	0	0	10	0	0
stjernevann	stl10	2014	fall	0	0	6	0	0
stjernevann	stl11	2014	fall	0	4	0	0	0
stjernevann	stl12	2014	fall	0	8	0	0	0
stjernevann	stl13	2014	fall	0	2	0	0	0
stjernevann	stl14	2014	fall	0	9	0	0	0
stjernevann	stl2	2014	fall	0	1	0	0	0
stjernevann	stl3	2014	fall	0	0	1	0	0
stjernevann	stl4	2014	fall	0	0	3	0	0
stjernevann	stl5	2014	fall	0	3	2	0	0
stjernevann	stl6	2014	fall	0	0	2	0	0
stjernevann	stl7	2014	fall	0	6	0	0	0
stjernevann	stl8	2014	fall	0	3	0	0	0
stjernevann	stl9	2014	fall	0	3	5	0	0
vestre_jakobselv	vj1	2014	fall	0	3	0	0	0
vestre_jakobselv	vj10	2014	fall	0	6	4	0	0
vestre_jakobselv	vj11	2014	fall	0	0	4	0	0
vestre_jakobselv	vj2	2014	fall	0	2	0	0	0
vestre_jakobselv	vj3	2014	fall	0	4	4	1	0
vestre_jakobselv	vj4	2014	fall	0	2	5	0	0
vestre_jakobselv	vj5	2014	fall	0	3	0	0	0
vestre_jakobselv	vj6	2014	fall	0	2	4	1	0
vestre_jakobselv	vj7	2014	fall	0	11	1	0	0
vestre_jakobselv	vj8	2014	fall	2	3	0	0	0
vestre_jakobselv	vj9	2014	fall	0	1	0	0	0
bekkarfjord	bfg1	2015	fall	0	3	5	0	0
bekkarfjord	bfg2	2015	fall	1	0	11	0	0
bekkarfjord	bfg3	2015	fall	0	7	5	0	0
bekkarfjord	bfg4	2015	fall	0	0	7	0	0
bekkarfjord	bfg5	2015	fall	0	6	2	0	0
bekkarfjord	bfg6	2015	fall	0	2	17	0	0
bekkarfjord	bfg7	2015	fall	0	0	13	0	0
bekkarfjord	bfg8	2015	fall	0	0	14	0	0
bekkarfjord	bfl10	2015	fall	0	0	16	0	0
bekkarfjord	bfl3	2015	fall	0	2	9	0	0
bekkarfjord	bfl4	2015	fall	1	0	14	0	1
bekkarfjord	bfl5	2015	fall	0	2	12	0	0
bekkarfjord	bfl6	2015	fall	0	0	13	0	0
bekkarfjord	bfl7	2015	fall	0	0	8	0	0
bekkarfjord	bfl8	2015	fall	1	0	15	0	0
bekkarfjord	bfl9	2015	fall	0	0	24	0	0
nordkynn	hog1	2015	fall	0	0	19	0	0
nordkynn	hog10	2015	fall	0	0	10	0	0
nordkynn	hog2	2015	fall	0	0	15	0	0
nordkynn	hog3	2015	fall	0	0	18	0	0
nordkynn	hog4	2015	fall	0	5	7	0	0
nordkynn	hog5	2015	fall	0	0	15	0	3
nordkynn	hog6	2015	fall	0	0	9	0	0
nordkynn	hog7	2015	fall	0	0	16	0	0
nordkynn	hog8	2015	fall	0	0	15	0	0
nordkynn	hog9	2015	fall	0	0	14	0	0
nordkynn	hol1	2015	fall	3	1	11	0	0
nordkynn	hol10	2015	fall	3	2	10	0	0
nordkynn	hol13	2015	fall	0	8	8	0	0
nordkynn	hol14	2015	fall	1	9	9	0	0
nordkynn	hol2	2015	fall	1	5	13	0	0
nordkynn	hol3	2015	fall	0	4	0	0	8
nordkynn	hol4	2015	fall	1	0	0	0	10
nordkynn	hol5	2015	fall	0	3	9	0	0
nordkynn	hol6	2015	fall	1	1	7	0	0
nordkynn	hol7	2015	fall	2	0	16	0	0
nordkynn	hol8	2015	fall	0	3	12	0	0
nordkynn	hol9	2015	fall	5	0	10	0	0
ifjordfjellet	ifg1	2015	fall	0	0	13	0	0
ifjordfjellet	ifg10	2015	fall	0	0	12	0	0
ifjordfjellet	ifg2	2015	fall	0	4	14	0	0
ifjordfjellet	ifg3	2015	fall	0	7	10	0	0
ifjordfjellet	ifg6b	2015	fall	0	1	18	0	0
ifjordfjellet	ifg8	2015	fall	0	9	5	0	0
ifjordfjellet	ifl1	2015	fall	0	1	3	0	0
ifjordfjellet	ifl2b	2015	fall	0	12	0	0	0
ifjordfjellet	ifl7	2015	fall	0	8	6	0	0
ifjordfjellet	ifl8	2015	fall	0	12	2	0	0
komagdalen	k1	2015	fall	0	0	0	0	0
komagdalen	k10	2015	fall	0	1	9	0	0
komagdalen	k11	2015	fall	0	3	7	0	0
komagdalen	k12	2015	fall	0	4	8	0	0
komagdalen	k13	2015	fall	0	0	7	0	0
komagdalen	k14	2015	fall	0	6	8	0	0
komagdalen	k2	2015	fall	0	0	1	0	0
komagdalen	k3	2015	fall	0	5	0	0	0
komagdalen	k4	2015	fall	0	7	0	0	0
komagdalen	k5	2015	fall	0	0	0	0	0
komagdalen	k6	2015	fall	0	6	1	0	0
komagdalen	k7	2015	fall	0	0	4	0	0
komagdalen	k8	2015	fall	0	4	1	0	0
komagdalen	k9	2015	fall	0	0	15	0	0
stjernevann	stg1	2015	fall	0	0	11	0	0
stjernevann	stg10	2015	fall	0	0	13	0	0
stjernevann	stg2	2015	fall	0	0	8	0	0
stjernevann	stg3	2015	fall	0	0	3	0	0
stjernevann	stg4	2015	fall	0	2	8	0	0
stjernevann	stg5	2015	fall	0	3	5	0	0
stjernevann	stg6	2015	fall	0	0	9	0	0
stjernevann	stg7	2015	fall	0	0	10	0	1
stjernevann	stg8	2015	fall	0	1	4	0	0
stjernevann	stg9	2015	fall	0	3	9	0	0
stjernevann	stl1	2015	fall	0	0	1	0	0
stjernevann	stl10	2015	fall	0	3	3	0	0
stjernevann	stl11	2015	fall	0	7	0	1	0
stjernevann	stl12	2015	fall	0	13	0	0	0
stjernevann	stl13	2015	fall	0	4	0	0	0
stjernevann	stl14	2015	fall	0	5	0	0	0
stjernevann	stl2	2015	fall	0	0	1	0	0
stjernevann	stl3	2015	fall	0	0	12	0	0
stjernevann	stl4	2015	fall	0	0	2	0	0
stjernevann	stl5	2015	fall	0	0	8	0	0
stjernevann	stl6	2015	fall	0	0	5	0	0
stjernevann	stl7	2015	fall	0	10	0	0	0
stjernevann	stl8	2015	fall	0	3	2	0	0
stjernevann	stl9	2015	fall	0	3	4	0	0
vestre_jakobselv	vj1	2015	fall	0	2	1	0	0
vestre_jakobselv	vj10	2015	fall	0	8	1	0	0
vestre_jakobselv	vj11	2015	fall	0	3	0	0	0
vestre_jakobselv	vj2	2015	fall	0	3	1	0	0
vestre_jakobselv	vj3	2015	fall	0	2	2	0	0
vestre_jakobselv	vj4	2015	fall	0	2	2	0	0
vestre_jakobselv	vj5	2015	fall	0	12	5	0	0
vestre_jakobselv	vj6	2015	fall	0	5	3	1	0
vestre_jakobselv	vj7	2015	fall	1	4	0	0	0
vestre_jakobselv	vj8	2015	fall	0	8	0	0	0
vestre_jakobselv	vj9	2015	fall	0	5	0	0	0
bekkarfjord	bfg1	2016	fall	0	0	2	0	0
bekkarfjord	bfg2	2016	fall	0	0	5	0	0
bekkarfjord	bfg3	2016	fall	0	1	3	0	0
bekkarfjord	bfg4	2016	fall	0	0	2	0	0
bekkarfjord	bfg5	2016	fall	0	0	3	0	0
bekkarfjord	bfg6	2016	fall	0	0	6	0	0
bekkarfjord	bfg7	2016	fall	0	0	5	0	0
bekkarfjord	bfg8	2016	fall	0	0	12	0	0
bekkarfjord	bfl10	2016	fall	0	0	11	0	0
bekkarfjord	bfl3	2016	fall	0	0	7	0	0
bekkarfjord	bfl4	2016	fall	0	0	8	0	0
bekkarfjord	bfl5	2016	fall	0	0	7	0	0
bekkarfjord	bfl6	2016	fall	0	0	5	0	0
bekkarfjord	bfl7	2016	fall	0	0	7	0	0
bekkarfjord	bfl8	2016	fall	0	0	5	0	0
bekkarfjord	bfl9	2016	fall	0	0	8	0	0
nordkynn	hog1	2016	fall	0	0	7	0	0
nordkynn	hog10	2016	fall	0	0	7	0	0
nordkynn	hog2	2016	fall	0	0	5	0	0
nordkynn	hog3	2016	fall	0	0	14	0	0
nordkynn	hog4	2016	fall	1	0	8	0	0
nordkynn	hog5	2016	fall	0	1	14	0	0
nordkynn	hog6	2016	fall	0	0	2	0	0
nordkynn	hog7	2016	fall	0	0	2	0	0
nordkynn	hog8	2016	fall	0	0	3	0	0
nordkynn	hog9	2016	fall	0	0	9	0	0
nordkynn	hol1	2016	fall	0	0	9	0	0
nordkynn	hol10	2016	fall	0	0	8	0	0
nordkynn	hol13	2016	fall	0	0	3	0	0
nordkynn	hol14	2016	fall	0	0	2	0	1
nordkynn	hol2	2016	fall	0	0	9	0	0
nordkynn	hol3	2016	fall	0	0	9	0	0
nordkynn	hol4	2016	fall	0	0	6	0	0
nordkynn	hol5	2016	fall	0	0	10	0	0
nordkynn	hol6	2016	fall	0	0	7	0	0
nordkynn	hol7	2016	fall	0	0	8	0	0
nordkynn	hol8	2016	fall	0	0	11	0	0
nordkynn	hol9	2016	fall	0	0	7	0	0
ifjordfjellet	ifg1	2016	fall	0	0	5	0	0
ifjordfjellet	ifg10	2016	fall	0	0	5	0	0
ifjordfjellet	ifg2	2016	fall	0	0	14	0	0
ifjordfjellet	ifg3	2016	fall	0	0	6	0	0
ifjordfjellet	ifg6b	2016	fall	0	0	4	0	0
ifjordfjellet	ifg8	2016	fall	0	1	0	0	0
ifjordfjellet	ifl1	2016	fall	0	1	0	0	0
ifjordfjellet	ifl2b	2016	fall	0	2	0	0	0
ifjordfjellet	ifl7	2016	fall	0	2	5	0	0
ifjordfjellet	ifl8	2016	fall	0	3	1	0	0
komagdalen	k1	2016	fall	0	0	0	0	0
komagdalen	k10	2016	fall	0	0	1	0	0
komagdalen	k11	2016	fall	0	0	0	0	0
komagdalen	k12	2016	fall	0	0	2	0	0
komagdalen	k13	2016	fall	0	0	1	0	0
komagdalen	k14	2016	fall	0	0	2	0	0
komagdalen	k2	2016	fall	0	2	1	0	0
komagdalen	k3	2016	fall	0	0	4	0	0
komagdalen	k4	2016	fall	0	0	1	0	0
komagdalen	k5	2016	fall	0	0	1	0	0
komagdalen	k6	2016	fall	0	2	0	0	0
komagdalen	k7	2016	fall	0	0	1	0	0
komagdalen	k8	2016	fall	0	1	0	0	0
komagdalen	k9	2016	fall	0	0	2	0	0
stjernevann	stg1	2016	fall	0	0	3	0	0
stjernevann	stg10	2016	fall	0	0	8	0	0
stjernevann	stg2	2016	fall	0	0	5	0	0
stjernevann	stg3	2016	fall	0	0	3	0	0
stjernevann	stg4	2016	fall	0	0	8	0	0
stjernevann	stg5	2016	fall	0	0	5	0	0
stjernevann	stg6	2016	fall	0	0	5	0	0
stjernevann	stg7	2016	fall	0	0	2	0	0
stjernevann	stg8	2016	fall	0	0	6	0	0
stjernevann	stg9	2016	fall	0	3	2	0	0
stjernevann	stl1	2016	fall	0	0	2	0	0
stjernevann	stl10	2016	fall	0	5	2	0	0
stjernevann	stl11	2016	fall	0	1	0	0	0
stjernevann	stl12	2016	fall	0	0	0	0	0
stjernevann	stl13	2016	fall	0	11	0	0	0
stjernevann	stl14	2016	fall	0	4	0	0	0
stjernevann	stl2	2016	fall	0	0	1	0	0
stjernevann	stl3	2016	fall	0	0	1	0	0
stjernevann	stl4	2016	fall	0	0	2	0	0
stjernevann	stl5	2016	fall	0	0	1	0	0
stjernevann	stl6	2016	fall	0	0	1	0	0
stjernevann	stl7	2016	fall	0	6	0	0	0
stjernevann	stl8	2016	fall	0	4	4	0	0
stjernevann	stl9	2016	fall	0	3	2	0	0
vestre_jakobselv	vj1	2016	fall	0	1	0	0	0
vestre_jakobselv	vj10	2016	fall	0	3	2	0	0
vestre_jakobselv	vj11	2016	fall	0	0	0	0	0
vestre_jakobselv	vj2	2016	fall	0	1	0	0	0
vestre_jakobselv	vj3	2016	fall	0	0	1	0	0
vestre_jakobselv	vj4	2016	fall	0	0	0	0	0
vestre_jakobselv	vj5	2016	fall	0	0	8	0	0
vestre_jakobselv	vj6	2016	fall	0	0	5	0	0
vestre_jakobselv	vj7	2016	fall	0	1	0	0	0
vestre_jakobselv	vj8	2016	fall	0	0	0	0	0
vestre_jakobselv	vj9	2016	fall	0	2	1	0	0
bekkarfjord	bfg1	2017	fall	0	0	0	0	0
bekkarfjord	bfg2	2017	fall	0	0	0	0	0
bekkarfjord	bfg3	2017	fall	0	0	0	0	0
bekkarfjord	bfg4	2017	fall	0	0	0	0	0
bekkarfjord	bfg5	2017	fall	0	0	1	0	0
bekkarfjord	bfg6	2017	fall	0	0	0	0	0
bekkarfjord	bfg7	2017	fall	0	0	0	0	0
bekkarfjord	bfg8	2017	fall	0	0	1	0	0
bekkarfjord	bfl10	2017	fall	0	0	2	0	0
bekkarfjord	bfl3	2017	fall	0	0	1	0	0
bekkarfjord	bfl4	2017	fall	0	0	0	0	0
bekkarfjord	bfl5	2017	fall	0	0	1	0	0
bekkarfjord	bfl6	2017	fall	0	0	0	0	0
bekkarfjord	bfl7	2017	fall	0	0	0	0	0
bekkarfjord	bfl8	2017	fall	0	0	1	0	0
bekkarfjord	bfl9	2017	fall	0	0	0	0	0
nordkynn	hog1	2017	fall	0	0	5	0	0
nordkynn	hog10	2017	fall	0	0	1	0	0
nordkynn	hog2	2017	fall	0	0	5	0	0
nordkynn	hog3	2017	fall	0	0	5	0	0
nordkynn	hog4	2017	fall	0	0	4	0	0
nordkynn	hog5	2017	fall	0	0	4	0	0
nordkynn	hog6	2017	fall	0	0	3	0	0
nordkynn	hog7	2017	fall	0	0	0	0	0
nordkynn	hog8	2017	fall	0	0	6	0	0
nordkynn	hog9	2017	fall	0	0	1	0	0
nordkynn	hol1	2017	fall	0	0	2	0	0
nordkynn	hol10	2017	fall	0	0	0	0	0
nordkynn	hol13	2017	fall	0	0	2	0	0
nordkynn	hol14	2017	fall	0	0	1	0	0
nordkynn	hol2	2017	fall	0	0	1	0	0
nordkynn	hol3	2017	fall	0	0	2	0	0
nordkynn	hol4	2017	fall	0	0	3	0	0
nordkynn	hol5	2017	fall	0	0	1	0	0
nordkynn	hol6	2017	fall	0	0	2	0	0
nordkynn	hol7	2017	fall	0	0	2	0	0
nordkynn	hol8	2017	fall	0	0	3	0	0
nordkynn	hol9	2017	fall	0	0	1	0	0
ifjordfjellet	ifg1	2017	fall	0	0	0	0	0
ifjordfjellet	ifg10	2017	fall	0	1	2	0	0
ifjordfjellet	ifg2	2017	fall	0	0	2	0	0
ifjordfjellet	ifg3	2017	fall	0	0	0	0	0
ifjordfjellet	ifg6b	2017	fall	0	1	1	0	0
ifjordfjellet	ifg8	2017	fall	0	1	0	0	0
ifjordfjellet	ifl1	2017	fall	0	2	0	0	0
ifjordfjellet	ifl2b	2017	fall	0	4	0	0	0
ifjordfjellet	ifl7	2017	fall	0	1	1	0	0
ifjordfjellet	ifl8	2017	fall	0	2	0	0	0
komagdalen	k1	2017	fall	0	1	0	0	0
komagdalen	k10	2017	fall	0	0	0	0	0
komagdalen	k11	2017	fall	0	1	0	0	0
komagdalen	k12	2017	fall	0	0	1	0	0
komagdalen	k13	2017	fall	0	0	1	0	0
komagdalen	k14	2017	fall	0	2	0	0	0
komagdalen	k2	2017	fall	0	0	0	0	0
komagdalen	k3	2017	fall	0	1	0	0	0
komagdalen	k4	2017	fall	0	1	0	0	0
komagdalen	k5	2017	fall	0	0	0	0	0
komagdalen	k6	2017	fall	0	0	0	0	0
komagdalen	k7	2017	fall	0	0	0	0	0
komagdalen	k8	2017	fall	0	0	0	0	0
komagdalen	k9	2017	fall	0	0	0	0	0
ifjordfjellet	st2h	2017	fall	0	0	0	0	0
ifjordfjellet	st3h	2017	fall	0	0	1	0	0
ifjordfjellet	st3k	2017	fall	0	0	1	0	0
stjernevann	stg1	2017	fall	0	0	0	0	0
stjernevann	stg10	2017	fall	0	0	0	0	0
stjernevann	stg2	2017	fall	0	0	3	0	0
stjernevann	stg3	2017	fall	0	0	0	0	0
stjernevann	stg4	2017	fall	0	1	1	0	0
stjernevann	stg5	2017	fall	0	2	1	0	0
stjernevann	stg6	2017	fall	0	0	1	0	0
stjernevann	stg7	2017	fall	0	0	0	0	0
stjernevann	stg8	2017	fall	0	0	1	0	0
stjernevann	stg9	2017	fall	0	0	2	0	0
stjernevann	stl1	2017	fall	0	0	0	0	0
stjernevann	stl10	2017	fall	0	0	0	0	0
stjernevann	stl11	2017	fall	0	0	0	0	0
stjernevann	stl12	2017	fall	0	2	0	0	0
stjernevann	stl13	2017	fall	0	2	0	0	0
stjernevann	stl14	2017	fall	0	4	0	0	0
stjernevann	stl2	2017	fall	0	0	0	0	0
stjernevann	stl3	2017	fall	0	0	0	0	0
stjernevann	stl4	2017	fall	0	0	0	0	0
stjernevann	stl5	2017	fall	0	0	0	0	0
stjernevann	stl6	2017	fall	0	0	0	0	0
stjernevann	stl7	2017	fall	0	1	0	0	0
stjernevann	stl8	2017	fall	0	0	0	0	0
stjernevann	stl9	2017	fall	0	4	0	0	1
vestre_jakobselv	vj1	2017	fall	0	2	0	0	0
vestre_jakobselv	vj10	2017	fall	0	0	0	0	0
vestre_jakobselv	vj11	2017	fall	0	0	0	0	0
vestre_jakobselv	vj2	2017	fall	0	1	0	0	0
vestre_jakobselv	vj3	2017	fall	0	0	0	0	0
vestre_jakobselv	vj4	2017	fall	0	0	0	0	0
vestre_jakobselv	vj5	2017	fall	0	0	0	0	0
vestre_jakobselv	vj6	2017	fall	0	0	0	0	0
vestre_jakobselv	vj7	2017	fall	0	0	0	0	0
vestre_jakobselv	vj8	2017	fall	0	0	0	0	0
vestre_jakobselv	vj9	2017	fall	0	0	0	0	0
bekkarfjord	bfg1	2018	fall	0	0	0	0	0
bekkarfjord	bfg2	2018	fall	0	0	2	0	0
bekkarfjord	bfg3	2018	fall	0	0	0	0	0
bekkarfjord	bfg4	2018	fall	0	0	0	0	0
bekkarfjord	bfg5	2018	fall	0	1	0	0	0
bekkarfjord	bfg6	2018	fall	0	0	3	0	0
bekkarfjord	bfg7	2018	fall	0	0	3	0	0
bekkarfjord	bfg8	2018	fall	0	0	1	0	0
bekkarfjord	bfl10	2018	fall	0	0	3	0	0
bekkarfjord	bfl3	2018	fall	1	0	7	0	0
bekkarfjord	bfl4	2018	fall	1	0	3	0	0
bekkarfjord	bfl5	2018	fall	0	1	1	0	0
bekkarfjord	bfl6	2018	fall	0	0	6	0	0
bekkarfjord	bfl7	2018	fall	0	0	6	0	0
bekkarfjord	bfl8	2018	fall	0	0	4	0	0
bekkarfjord	bfl9	2018	fall	0	0	2	0	0
nordkynn	hog1	2018	fall	0	0	7	0	0
nordkynn	hog10	2018	fall	0	0	2	0	0
nordkynn	hog2	2018	fall	0	0	8	0	0
nordkynn	hog3	2018	fall	0	0	8	0	0
nordkynn	hog4	2018	fall	0	0	5	0	0
nordkynn	hog5	2018	fall	0	1	7	0	0
nordkynn	hog6b	2018	fall	0	0	4	0	0
nordkynn	hog7b	2018	fall	0	0	15	0	0
nordkynn	hog8	2018	fall	0	0	2	0	0
nordkynn	hog9	2018	fall	0	0	2	0	0
nordkynn	hol1	2018	fall	0	0	15	0	0
nordkynn	hol10	2018	fall	0	0	8	0	0
nordkynn	hol13	2018	fall	0	0	1	0	0
nordkynn	hol14	2018	fall	0	0	6	0	0
nordkynn	hol2	2018	fall	0	0	9	0	0
nordkynn	hol3	2018	fall	0	0	8	0	0
nordkynn	hol4	2018	fall	0	2	4	0	0
nordkynn	hol5	2018	fall	0	2	3	0	0
nordkynn	hol6	2018	fall	0	0	6	0	0
nordkynn	hol7	2018	fall	0	0	5	0	0
nordkynn	hol8	2018	fall	1	0	10	0	0
nordkynn	hol9	2018	fall	0	0	7	0	0
ifjordfjellet	ifg1	2018	fall	0	2	4	0	0
ifjordfjellet	ifg10	2018	fall	0	1	3	0	0
ifjordfjellet	ifg2	2018	fall	0	3	4	0	0
ifjordfjellet	ifg3	2018	fall	0	8	1	0	0
ifjordfjellet	ifg6b	2018	fall	0	2	0	0	0
ifjordfjellet	ifg8	2018	fall	0	0	2	0	0
ifjordfjellet	ifl1	2018	fall	0	7	2	0	0
ifjordfjellet	ifl2b	2018	fall	0	9	0	0	0
ifjordfjellet	ifl7	2018	fall	0	6	1	0	0
ifjordfjellet	ifl8	2018	fall	0	6	1	0	0
komagdalen	k1	2018	fall	0	12	0	0	0
komagdalen	k10	2018	fall	0	5	0	0	0
komagdalen	k11	2018	fall	0	13	0	0	0
komagdalen	k12	2018	fall	0	5	0	0	0
komagdalen	k13	2018	fall	0	2	0	0	0
komagdalen	k14	2018	fall	0	9	0	0	0
komagdalen	k2	2018	fall	0	5	0	0	0
komagdalen	k3	2018	fall	0	6	0	0	0
komagdalen	k4	2018	fall	0	8	0	0	0
komagdalen	k5	2018	fall	0	6	0	0	0
komagdalen	k6	2018	fall	0	1	0	0	0
komagdalen	k7	2018	fall	0	7	0	0	0
komagdalen	k8	2018	fall	0	13	0	0	0
komagdalen	k9	2018	fall	0	0	13	0	0
ifjordfjellet	st2h	2018	fall	0	0	3	0	0
ifjordfjellet	st3h	2018	fall	0	0	5	0	0
ifjordfjellet	st3k	2018	fall	0	13	0	0	0
stjernevann	stg1	2018	fall	0	2	4	0	0
stjernevann	stg10	2018	fall	1	5	7	0	0
stjernevann	stg2	2018	fall	0	4	8	0	0
stjernevann	stg3	2018	fall	0	0	7	0	0
stjernevann	stg4	2018	fall	0	5	2	0	0
stjernevann	stg5	2018	fall	0	9	0	0	0
stjernevann	stg6	2018	fall	0	1	1	0	0
stjernevann	stg7	2018	fall	0	12	1	0	0
stjernevann	stg8	2018	fall	0	0	3	0	0
stjernevann	stg9	2018	fall	0	5	7	0	0
stjernevann	stl1	2018	fall	0	0	5	0	0
stjernevann	stl10	2018	fall	0	13	0	0	0
stjernevann	stl11	2018	fall	0	5	0	0	0
stjernevann	stl12	2018	fall	0	8	0	0	0
stjernevann	stl13	2018	fall	0	10	0	0	0
stjernevann	stl14	2018	fall	0	16	0	0	0
stjernevann	stl2	2018	fall	1	1	0	0	0
stjernevann	stl3	2018	fall	0	1	1	0	0
stjernevann	stl4	2018	fall	2	5	1	0	0
stjernevann	stl5	2018	fall	2	0	4	0	0
stjernevann	stl6	2018	fall	1	0	4	0	0
stjernevann	stl7	2018	fall	0	10	0	0	0
stjernevann	stl8	2018	fall	0	11	0	0	0
stjernevann	stl9	2018	fall	0	17	0	0	0
vestre_jakobselv	vj1	2018	fall	0	7	0	0	0
vestre_jakobselv	vj10	2018	fall	0	5	0	0	0
vestre_jakobselv	vj11	2018	fall	1	2	0	0	0
vestre_jakobselv	vj2	2018	fall	3	1	0	0	0
vestre_jakobselv	vj3	2018	fall	5	1	2	0	0
vestre_jakobselv	vj4	2018	fall	2	3	8	0	0
vestre_jakobselv	vj5	2018	fall	3	8	0	0	0
vestre_jakobselv	vj6	2018	fall	1	6	1	0	0
